Conv0 active,Conv0 num filters,Conv0 batch normalization,Conv0 activation,Conv0 dropout,Conv0 max pooling,Conv1 active,Conv1 num filters,Conv1 batch normalization,Conv1 activation,Conv1 dropout,Conv1 max pooling,Conv2 active,Conv2 num filters,Conv2 batch normalization,Conv2 activation,Conv2 dropout,Conv2 max pooling,Dense0 active,Dense0 num nodes,Dense0 batch normalization,Dense0 activation,Dense0 dropout,Optimizer,Val Loss,Val Accuracy
1,32,1,1,4,1,0,16,0,0,10,0,1,64,0,1,9,1,0,64,0,1,4,3,0.152381619352,0.9694
1,32,1,1,2,1,0,16,0,0,10,0,1,64,1,0,2,1,0,128,1,1,6,1,0.0780199138835,0.9745
1,32,1,1,4,1,0,16,0,0,1,2,1,64,1,0,4,1,1,256,0,1,10,3,0.0461892360039,0.9851
1,32,1,0,8,1,0,16,0,0,10,0,1,32,0,0,2,2,0,16,0,1,9,3,0.046893406944,0.9855
1,32,1,1,2,1,0,16,0,1,1,2,1,64,1,0,4,1,1,256,0,1,10,3,0.0447114794004,0.9855
1,64,1,1,8,1,0,16,0,0,10,0,1,64,1,0,2,1,0,128,1,1,6,0,0.106526896055,0.9697
1,16,1,1,2,2,1,32,0,0,7,2,0,64,1,0,4,1,1,256,0,1,10,3,0.06163729817,0.981
1,32,1,1,2,1,0,16,0,0,10,0,1,32,1,1,0,2,1,16,0,1,9,3,0.234868942213,0.9562
1,32,1,1,2,1,0,16,0,0,10,0,1,64,1,0,2,2,0,128,1,1,6,0,0.16629359122,0.9508
1,32,1,1,4,1,0,16,0,0,10,0,1,64,0,1,5,1,0,64,0,1,4,3,0.106198033896,0.9737
1,32,1,1,8,1,1,16,0,0,10,0,1,64,1,0,2,1,0,128,1,1,6,0,0.186015109158,0.9822
1,32,1,1,7,1,0,16,0,0,1,2,1,64,1,0,4,1,0,128,1,1,6,0,0.196812089276,0.9381
1,32,1,0,8,1,0,16,0,0,10,0,1,32,0,0,4,2,1,256,0,1,7,3,0.0339844367989,0.9883
1,32,1,0,8,1,0,16,0,0,10,0,1,32,0,0,8,2,0,16,0,1,9,0,0.0409837619917,0.9891
1,32,1,0,8,1,0,16,0,0,7,2,0,64,1,0,4,1,1,256,0,1,10,3,0.0582309081566,0.9811
1,8,1,1,4,1,0,16,0,0,10,0,1,64,0,1,5,1,0,64,0,1,4,3,0.183110839808,0.9578
1,16,1,1,2,2,1,32,0,0,7,1,1,64,1,0,4,1,1,256,0,1,10,3,0.0363000465272,0.9881
1,32,1,0,8,1,0,16,0,0,10,0,1,32,0,0,2,2,0,16,0,1,9,3,0.0456838239532,0.9868
1,16,1,1,8,1,1,16,0,0,10,0,1,64,1,0,2,1,0,128,1,1,6,0,0.173012119114,0.9819
1,32,1,0,4,1,0,16,0,0,10,0,1,64,0,1,5,1,0,64,0,1,4,3,0.0570409410253,0.9843
1,32,1,1,2,1,0,16,0,0,10,0,1,64,1,0,2,1,0,128,1,1,6,1,0.0380879498036,0.9879
1,32,1,1,2,1,0,16,0,0,10,0,1,64,0,1,5,1,0,64,0,1,4,3,0.103842635439,0.9745
1,32,1,0,8,1,0,16,0,0,10,0,1,64,1,0,4,1,1,256,0,1,10,3,0.0421449791512,0.9872
1,32,1,0,10,1,0,16,0,0,10,0,1,64,1,0,4,1,1,256,0,1,10,3,0.0491122383565,0.9847
1,32,1,0,8,1,0,16,0,0,10,0,1,64,0,1,5,1,0,64,0,1,4,3,0.0629367207274,0.9825
1,16,1,1,2,2,1,8,0,0,7,1,1,64,1,0,4,1,1,256,0,1,10,3,0.0423541630082,0.9864
1,32,1,0,8,1,0,16,0,0,7,2,0,64,1,0,4,1,0,256,0,1,10,3,0.0827684872396,0.9761
1,32,1,0,8,1,0,16,0,0,10,0,1,64,0,1,5,1,0,64,0,1,4,3,0.0643547953866,0.9834
1,32,1,0,8,1,0,16,0,0,7,2,0,32,0,0,8,2,0,16,0,1,9,0,0.0688966038972,0.98
1,32,1,0,8,1,0,16,0,0,10,0,1,32,0,0,4,0,1,256,0,1,7,3,0.0359044863311,0.9886
1,32,1,1,7,1,0,16,0,0,1,2,0,64,1,0,4,1,0,128,1,1,6,0,0.128962369277,0.9624
1,32,1,0,10,1,0,16,0,0,10,0,1,64,1,0,9,1,1,256,0,1,10,3,0.0499181605503,0.9852
1,32,1,0,8,1,0,16,0,0,10,0,1,64,0,1,5,1,0,64,0,1,4,3,0.0664470344506,0.9827
1,32,1,1,8,1,0,16,0,0,10,0,1,64,1,0,4,1,1,256,0,1,10,3,0.0658311333068,0.9808
1,32,1,0,8,1,0,16,0,0,7,2,1,64,1,0,4,1,1,256,0,1,10,3,0.0388297465222,0.9877
1,32,1,0,10,1,0,16,0,0,10,0,1,64,1,0,4,1,1,256,0,1,10,3,0.0570648388369,0.9816
1,32,1,0,8,1,0,16,0,0,10,0,1,64,1,0,4,1,0,64,0,1,4,3,0.0655816376328,0.9838
1,16,1,1,2,2,1,8,0,1,7,1,1,64,1,0,4,1,1,256,0,1,10,3,0.0802790815763,0.9737
1,32,1,0,8,1,0,16,0,0,10,0,1,64,0,0,4,1,1,256,0,1,10,3,0.0378803612644,0.9882
1,16,1,1,2,2,1,8,0,0,7,1,0,64,1,0,4,1,1,256,0,1,10,3,0.0942299804434,0.9722
1,64,1,1,2,1,0,16,0,0,10,0,1,64,0,1,5,1,0,64,0,1,4,3,0.0938926793993,0.9747
1,32,1,0,10,1,0,16,0,0,10,0,1,64,1,0,4,1,1,256,0,1,10,3,0.049146069997,0.9853
1,64,1,1,2,2,1,8,0,1,7,1,1,64,1,0,4,1,1,256,0,1,10,3,0.0486468508586,0.9853
1,32,1,0,8,1,0,16,0,0,10,0,1,64,0,0,4,1,1,256,0,1,10,3,0.0370122940597,0.9875
1,32,1,0,8,1,0,16,0,0,10,0,1,64,1,0,1,1,1,256,0,1,10,3,0.0376143722598,0.9874
1,32,1,0,2,1,0,16,0,0,10,0,1,64,1,0,4,1,0,64,0,1,4,3,0.0367153402993,0.9884
1,32,1,1,8,1,0,16,0,0,7,2,1,64,1,0,4,1,0,64,0,1,4,3,0.16374682405,0.9642
1,32,1,0,8,1,0,16,0,0,7,2,1,64,0,1,5,1,0,64,0,1,4,3,0.0715621217296,0.9808
1,32,1,0,10,1,0,16,0,0,10,0,1,64,1,0,9,1,1,256,0,0,10,3,0.0769486629397,0.9853
1,32,1,0,3,1,0,16,0,0,10,0,1,64,0,1,3,1,0,64,0,1,4,3,0.0538471204363,0.9845
1,32,1,0,10,1,0,16,0,0,10,0,1,64,1,0,9,1,1,256,0,1,10,3,0.0706881509066,0.9788
