Conv0 active,Conv0 num filters,Conv0 batch normalization,Conv0 activation,Conv0 dropout,Conv0 max pooling,Conv1 active,Conv1 num filters,Conv1 batch normalization,Conv1 activation,Conv1 dropout,Conv1 max pooling,Conv2 active,Conv2 num filters,Conv2 batch normalization,Conv2 activation,Conv2 dropout,Conv2 max pooling,Dense0 active,Dense0 num nodes,Dense0 batch normalization,Dense0 activation,Dense0 dropout,Optimizer,Val Loss,Val Accuracy
1,16,0,0,0,1,1,64,0,0,0,2,0,32,0,0,0,2,0,64,0,0,0,0,0.0799301777732,0.9745
1,16,0,0,0,1,1,64,0,0,0,1,0,16,0,0,0,1,1,512,0,0,0,0,0.0573028570325,0.9817
1,64,0,0,0,1,1,64,0,0,0,1,0,16,0,0,0,1,1,512,0,0,0,0,0.0546100618746,0.9812
1,16,0,0,0,1,1,64,0,0,0,2,0,32,0,0,0,2,0,64,0,0,0,0,0.0823147177186,0.9736
1,16,0,0,0,1,1,64,0,0,0,2,0,32,0,0,0,2,0,64,0,0,0,0,0.0845187886611,0.9752
1,16,0,0,0,1,1,64,0,0,0,1,0,16,0,0,0,1,0,512,0,0,0,3,0.164768144973,0.9548
1,16,0,0,0,1,1,64,0,0,0,1,0,16,0,0,0,1,1,512,0,0,0,0,0.0745012713719,0.9762
1,64,0,0,0,1,1,64,0,0,0,1,0,32,0,0,0,2,0,64,0,0,0,1,0.0683886877636,0.9777
1,16,0,0,0,1,1,64,0,0,0,1,0,32,0,0,0,2,0,64,0,0,0,1,0.0761021011233,0.9771
1,16,0,0,0,1,1,64,0,0,0,1,0,16,0,0,0,1,1,512,0,0,0,0,0.0711215639027,0.9762
1,64,0,0,0,1,1,64,0,0,0,1,0,16,0,0,0,1,1,512,0,0,0,1,0.059003619053,0.9803
1,16,0,0,0,1,1,64,0,0,0,1,0,16,0,0,0,1,1,512,0,0,0,0,0.0547472115001,0.9824
1,16,0,0,0,1,1,64,0,0,0,1,0,16,0,0,0,1,1,512,0,0,0,0,0.0666856848251,0.9783
1,16,0,0,0,1,1,64,0,0,0,1,0,16,0,0,0,1,1,512,0,0,0,0,0.0624555618789,0.9781
1,32,0,0,0,1,1,64,0,0,0,1,0,16,0,0,0,1,1,512,0,0,0,1,0.0717178343075,0.9785
1,16,0,0,0,1,1,64,0,0,0,1,0,32,0,0,0,2,0,64,0,0,0,1,0.0819195166759,0.9739
1,16,0,0,0,1,1,64,0,0,0,1,0,16,0,0,0,1,1,512,0,0,0,0,0.0755498987348,0.976
1,16,0,0,0,1,1,64,0,0,0,1,0,16,0,0,0,2,0,64,0,0,0,1,0.0763216719534,0.9761
1,16,0,0,0,1,1,64,0,0,0,1,0,32,0,0,0,2,0,64,0,0,0,1,0.0771200539326,0.9769
1,16,0,0,0,1,1,8,0,0,0,2,0,32,0,0,0,2,0,64,0,0,0,0,0.119692413025,0.9663
1,16,0,0,0,1,1,64,0,0,0,0,0,16,0,0,0,1,1,512,0,0,0,0,2.31069772072,0.101
1,64,0,0,0,1,1,64,0,0,0,1,0,16,0,0,0,1,1,512,0,0,0,0,0.0750009993941,0.9751
