Conv0 active,Conv0 num filters,Conv0 batch normalization,Conv0 activation,Conv0 dropout,Conv0 max pooling,Conv1 active,Conv1 num filters,Conv1 batch normalization,Conv1 activation,Conv1 dropout,Conv1 max pooling,Conv2 active,Conv2 num filters,Conv2 batch normalization,Conv2 activation,Conv2 dropout,Conv2 max pooling,Dense0 active,Dense0 num nodes,Dense0 batch normalization,Dense0 activation,Dense0 dropout,Optimizer,Val Loss,Val Accuracy
1,16,0,0,0,0,1,64,0,0,0,0,1,64,0,0,0,0,0,256,0,0,0,1,0.0335207478826,0.9884
1,32,0,0,0,0,1,64,0,0,0,1,1,32,0,0,0,1,1,1024,0,0,0,3,0.0254503727536,0.9915
1,16,0,0,0,0,1,64,0,0,0,2,1,16,0,0,0,1,1,1024,0,0,0,3,0.027278478305,0.9911
1,16,0,0,0,0,1,64,0,0,0,0,1,32,0,0,0,1,1,128,0,0,0,3,0.0361902054532,0.9884
1,32,0,0,0,2,0,16,0,0,0,0,1,32,0,0,0,1,1,128,0,0,0,3,0.0350811919624,0.9877
1,16,0,0,0,0,0,64,0,0,0,2,1,32,0,0,0,1,1,1024,0,0,0,3,0.0338948195416,0.9882
1,32,0,0,0,0,0,16,0,0,0,0,1,32,0,0,0,1,1,128,0,0,0,3,0.033708851942,0.9884
1,32,0,0,0,2,0,16,0,0,0,0,1,32,0,0,0,1,1,256,0,0,0,3,0.0351605805038,0.988
1,32,0,0,0,0,1,64,0,0,0,0,1,32,0,0,0,1,0,1024,0,0,0,2,0.0355824658102,0.9885
1,32,0,0,0,0,1,64,0,0,0,1,1,32,0,0,0,1,1,128,0,0,0,1,0.0246137138129,0.9925
1,16,0,0,0,0,1,64,0,0,0,2,1,64,0,0,0,0,0,256,0,0,0,1,0.0384522098758,0.988
1,32,0,0,0,0,0,16,0,0,0,0,1,32,0,0,0,1,1,128,0,0,0,3,0.0369622884559,0.9871
1,32,0,0,0,0,1,64,0,0,0,0,1,32,0,0,0,1,1,128,0,0,0,3,0.0297243849084,0.9888
1,32,0,0,0,0,1,64,0,0,0,0,1,64,0,0,0,0,0,256,0,0,0,1,0.0368611141959,0.9878
1,32,0,0,0,0,1,64,0,0,0,2,1,16,0,0,0,1,1,1024,0,0,0,3,0.0324042952871,0.9888
1,32,0,0,0,0,1,64,0,0,0,0,1,32,0,0,0,1,0,1024,0,0,0,2,0.035667065947,0.9888
1,32,0,0,0,0,1,64,0,0,0,1,1,32,0,0,0,1,1,1024,0,0,0,3,0.0247063839419,0.992
1,32,0,0,0,0,1,64,0,0,0,2,1,32,0,0,0,1,1,1024,0,0,0,3,0.0272105209962,0.9916
1,32,0,0,0,0,1,64,0,0,0,1,1,32,0,0,0,1,1,128,0,0,0,3,0.0277840457386,0.9909
1,32,0,0,0,0,1,64,0,0,0,2,1,32,0,0,0,1,1,128,0,0,0,1,0.0411803648936,0.9887
1,32,0,0,0,0,1,64,0,0,0,1,1,32,0,0,0,1,1,128,0,0,0,1,0.0407973737951,0.988
1,32,0,0,0,0,1,64,0,0,0,0,1,32,0,0,0,1,0,1024,0,0,0,2,0.0390351267369,0.9883
1,32,0,0,0,0,1,64,0,0,0,2,1,32,0,0,0,1,1,1024,0,0,0,3,0.0285520373594,0.9903
1,32,0,0,0,0,1,64,0,0,0,1,1,32,0,0,0,1,1,1024,0,0,0,3,0.0225464222096,0.9919
1,32,0,0,0,0,1,64,0,0,0,0,1,32,0,0,0,1,1,1024,0,0,0,3,0.0282162309013,0.9913
1,32,0,0,0,0,1,64,0,0,0,0,1,32,0,0,0,1,1,128,0,0,0,3,0.03069178668,0.9893
1,32,0,0,0,0,1,64,0,0,0,2,1,32,0,0,0,1,1,1024,0,0,0,3,0.02547963674,0.991
1,32,0,0,0,0,1,16,0,0,0,1,1,32,0,0,0,1,1,1024,0,0,0,1,0.0432757851617,0.988
1,32,0,0,0,0,1,64,0,0,0,1,1,32,0,0,0,1,1,128,0,0,0,1,0.0309874233215,0.9903
1,32,0,0,0,0,1,64,0,0,0,1,1,32,0,0,0,1,1,1024,0,0,0,3,0.0244333554911,0.9916
1,32,0,0,0,0,1,64,0,0,0,2,1,32,0,0,0,1,1,1024,0,0,0,3,0.0250448694956,0.9915
1,32,0,0,0,0,1,64,0,0,0,1,1,8,0,0,0,1,1,1024,0,0,0,3,0.0349514695843,0.9879
1,32,0,0,0,0,1,64,0,0,0,1,1,32,0,0,0,1,0,1024,0,0,0,2,0.0317204920487,0.99
1,32,0,0,0,0,1,64,0,0,0,1,1,32,0,0,0,1,1,1024,0,0,0,3,0.0298920984607,0.9906
1,32,0,0,0,0,1,64,0,0,0,1,1,16,0,0,0,1,1,1024,0,0,0,3,0.0323512951097,0.9903
1,32,0,0,0,0,1,64,0,0,0,2,1,32,0,0,0,1,1,1024,0,0,0,3,0.0250259100483,0.9911
1,32,0,0,0,0,1,64,0,0,0,2,1,32,0,0,0,1,1,1024,0,0,0,3,0.0317992492408,0.99
1,32,0,0,0,0,1,64,0,0,0,1,1,32,0,0,0,1,1,1024,0,0,0,3,0.0293424890702,0.9903
1,32,0,0,0,0,1,64,0,0,0,2,1,8,0,0,0,1,1,128,0,0,0,1,0.0374846593556,0.9883
1,32,0,0,0,0,1,64,0,0,0,1,1,32,0,0,0,1,0,1024,0,0,0,2,0.0371420695954,0.9871
1,32,0,0,0,0,1,64,0,0,0,2,1,8,0,0,0,1,1,1024,0,0,0,3,0.0298785781033,0.9897
1,32,0,0,0,0,1,64,0,0,0,2,1,32,0,0,0,1,1,1024,0,0,0,3,0.0251831846201,0.9915
1,32,0,0,0,0,1,64,0,0,0,2,1,32,0,0,0,1,1,1024,0,0,0,3,0.0287752209931,0.9903
1,32,0,0,0,0,1,64,0,0,0,2,1,32,0,0,0,1,1,1024,0,0,0,3,0.0280667895105,0.9905
1,32,0,0,0,0,1,64,0,0,0,1,1,32,0,0,0,1,1,1024,0,0,0,3,0.0256748579203,0.9916
1,32,0,0,0,0,1,64,0,0,0,1,1,32,0,0,0,1,1,512,0,0,0,3,0.0268523068258,0.9909
1,32,0,0,0,0,0,64,0,0,0,1,1,32,0,0,0,1,0,1024,0,0,0,2,0.0458901198253,0.9855
1,32,0,0,0,0,1,64,0,0,0,1,1,32,0,0,0,1,1,1024,0,0,0,3,0.0217140564269,0.9921
1,32,0,0,0,0,1,64,0,0,0,1,1,32,0,0,0,1,1,1024,0,0,0,3,0.0296048501888,0.9906
