Conv0 active,Conv0 num filters,Conv0 batch normalization,Conv0 activation,Conv0 dropout,Conv0 max pooling,Conv1 active,Conv1 num filters,Conv1 batch normalization,Conv1 activation,Conv1 dropout,Conv1 max pooling,Conv2 active,Conv2 num filters,Conv2 batch normalization,Conv2 activation,Conv2 dropout,Conv2 max pooling,Conv3 active,Conv3 num filters,Conv3 batch normalization,Conv3 activation,Conv3 dropout,Conv3 max pooling,Conv4 active,Conv4 num filters,Conv4 batch normalization,Conv4 activation,Conv4 dropout,Conv4 max pooling,Conv5 active,Conv5 num filters,Conv5 batch normalization,Conv5 activation,Conv5 dropout,Conv5 max pooling,Dense0 active,Dense0 num nodes,Dense0 batch normalization,Dense0 activation,Dense0 dropout,Dense1 active,Dense1 num nodes,Dense1 batch normalization,Dense1 activation,Dense1 dropout,Optimizer,Val Loss,Val Accuracy
1,64,0,0,8,2,0,64,0,0,4,0,0,16,0,0,1,2,1,16,0,0,3,0,1,32,0,0,10,0,0,64,0,0,7,2,0,64,0,0,1,0,64,0,0,4,0,0.986778814697,0.6625
1,16,0,0,2,1,0,16,0,0,5,1,1,64,1,0,5,0,1,8,0,0,10,0,0,16,0,0,7,2,0,64,0,0,7,2,0,64,0,0,6,1,64,1,0,3,1,1.48211678123,0.5135
1,64,0,0,6,1,0,64,1,0,7,1,1,64,1,0,8,1,0,64,0,0,10,0,0,16,1,0,7,1,1,8,1,0,9,0,0,64,0,0,6,0,1024,0,0,6,3,2.16689690628,0.3163
1,64,1,0,8,2,0,16,0,0,4,2,0,16,1,0,8,2,1,16,1,0,0,0,0,64,1,0,10,1,0,8,1,0,1,0,0,16,0,0,9,0,1024,0,0,2,0,1.18139656029,0.6216
1,64,0,0,6,1,0,64,1,0,7,1,1,64,1,0,8,1,0,64,0,0,10,0,0,16,1,0,7,1,1,8,1,0,9,1,1,512,0,0,6,0,1024,0,0,4,0,1.55284723282,0.4295
1,16,0,0,7,0,1,8,0,0,1,2,0,8,0,0,7,2,1,16,0,0,10,0,0,64,1,0,10,0,0,8,1,0,7,1,1,64,0,0,9,0,1024,1,0,0,3,1.21504714165,0.5774
1,64,0,0,7,0,1,8,0,0,5,1,1,64,1,0,5,1,1,8,0,0,9,0,1,16,1,0,4,1,1,32,0,0,10,1,1,512,0,0,6,0,1024,0,0,4,0,1.81741528168,0.333
1,64,0,0,8,2,0,16,1,0,5,1,1,64,1,0,0,0,1,8,0,0,10,0,1,32,0,0,10,0,1,64,0,0,3,1,0,16,0,0,9,0,1024,0,0,2,0,1.62150232925,0.446
1,16,0,0,7,0,1,8,0,0,1,2,0,8,0,0,7,2,1,16,0,0,10,0,0,64,1,0,8,1,1,16,0,0,1,2,1,512,1,0,9,0,512,1,0,0,0,0.974630910778,0.6731
1,16,0,0,8,2,0,16,0,0,5,1,1,64,1,0,1,2,0,64,0,0,8,0,0,64,1,0,7,1,1,8,1,0,9,0,0,64,0,0,6,0,1024,0,0,0,0,1.02713162022,0.6397
1,64,0,0,8,2,0,64,0,0,4,0,0,16,0,0,1,2,1,16,0,0,8,0,0,64,1,0,9,2,0,8,1,0,1,0,0,16,0,0,9,0,1024,1,0,0,3,1.01642533789,0.6396
1,16,0,0,2,1,0,16,0,0,5,1,1,64,1,0,5,0,1,8,0,0,10,0,0,16,0,0,7,2,0,64,0,0,10,1,1,512,0,0,6,0,16,0,0,6,0,1.08277315378,0.6315
1,64,0,0,8,2,0,16,1,0,5,1,1,64,1,0,0,0,1,8,0,0,10,2,1,32,0,0,10,0,0,64,0,0,10,1,1,512,0,0,9,0,512,1,0,4,0,1.81366406269,0.369
1,16,0,0,8,2,0,16,0,0,5,1,1,64,1,0,0,0,1,8,0,0,3,0,1,32,0,0,10,0,0,16,0,0,5,2,1,512,1,0,9,0,512,0,0,6,0,0.973518862057,0.6667
1,16,0,0,8,2,0,16,0,0,5,1,1,16,1,0,1,2,0,64,0,0,8,0,0,64,1,0,9,2,0,8,1,0,1,0,0,32,1,0,1,0,16,0,0,6,0,1.6933920496,0.4892
1,64,0,0,7,0,1,8,0,0,5,1,1,64,0,0,1,2,1,16,0,0,3,0,0,32,1,0,8,1,1,16,0,0,5,2,1,512,1,0,9,0,512,0,0,6,0,0.905037126541,0.6761
1,32,0,0,5,0,0,16,0,0,5,1,0,64,1,0,0,1,1,8,0,0,8,0,0,64,1,0,9,2,0,8,1,0,1,0,0,16,1,0,0,0,1024,0,0,4,0,1.11354117088,0.6055
1,16,0,0,7,0,1,16,1,0,6,1,0,32,1,0,7,2,1,16,0,0,8,0,0,64,1,0,9,2,0,8,1,0,1,0,0,16,0,0,9,0,1024,1,0,0,3,1.06447844543,0.6269
1,16,0,0,5,1,0,16,1,0,7,1,1,64,1,0,8,2,1,16,1,0,0,0,0,64,1,0,10,1,0,8,1,0,1,0,0,16,0,0,9,0,1024,0,0,2,0,1.00163814898,0.6475
1,16,0,0,2,0,0,64,0,0,8,0,1,8,0,0,1,2,0,64,0,0,0,0,0,32,1,0,8,1,1,16,0,0,9,1,1,512,1,0,0,0,1024,1,0,0,3,1.18918687954,0.5845
1,64,0,0,7,0,1,8,0,0,5,1,1,64,0,0,1,2,1,16,0,0,3,0,0,32,1,0,8,1,1,16,0,0,5,2,0,64,0,0,6,1,64,1,0,3,1,0.921223369408,0.6758
1,16,0,0,7,0,1,8,0,0,5,1,1,64,0,0,9,2,1,16,0,0,3,0,0,32,1,0,7,1,1,32,1,0,9,2,1,512,1,0,9,0,1024,1,0,0,1,1.46278150692,0.5867
1,64,0,0,8,2,0,16,1,0,7,1,1,64,1,0,8,2,0,16,1,0,2,2,1,64,0,0,10,0,1,64,0,0,3,0,0,32,1,0,9,0,1024,1,0,0,0,1.00387762146,0.6514
1,64,0,0,8,2,0,64,0,0,4,0,0,16,0,0,1,2,1,16,0,0,3,0,1,32,0,0,10,0,0,64,0,0,7,2,0,64,0,0,6,0,1024,0,0,0,3,1.14745111732,0.6188
1,16,0,0,7,0,1,8,0,0,3,1,1,64,1,0,5,0,1,8,0,0,0,0,0,32,1,0,8,1,1,16,0,0,10,1,1,512,0,0,6,0,16,0,0,6,0,1.15222741299,0.6084
1,64,0,0,8,2,0,64,0,0,4,0,0,16,0,0,1,2,1,16,0,0,2,2,0,64,0,0,10,0,0,8,0,0,8,2,1,512,1,0,9,0,512,0,0,8,0,0.966737259102,0.6875
1,64,0,0,8,2,0,64,0,0,4,0,0,16,0,0,1,2,1,16,0,0,3,0,1,32,0,0,10,0,0,64,0,0,7,2,1,512,1,0,9,0,1024,1,0,0,3,6.66,0.1
1,64,0,0,8,2,0,16,1,0,7,1,1,64,1,0,8,2,0,16,1,0,2,2,1,64,0,0,10,0,1,64,0,0,3,2,0,64,0,0,6,1,64,1,0,3,1,1.08008092632,0.6402
1,16,0,0,7,2,0,64,0,0,4,0,0,16,0,0,1,1,0,64,1,0,2,2,1,64,0,0,10,0,1,64,1,0,7,1,1,64,0,0,9,0,1024,1,0,0,3,2.30258713684,0.1
1,64,0,0,10,2,1,16,1,0,6,1,0,32,1,0,5,0,1,8,0,0,10,0,0,16,0,0,7,2,0,64,0,0,7,2,0,64,0,0,6,1,64,1,0,3,0,1.2390621048,0.5684
1,64,0,0,7,0,1,8,0,0,5,1,1,64,0,0,1,2,1,16,0,0,3,0,0,32,1,0,8,1,1,16,0,0,9,2,1,512,1,0,9,0,512,1,0,0,0,1.96262484169,0.367
1,16,1,0,7,1,0,16,0,0,2,2,0,8,0,0,7,2,1,16,0,0,0,0,0,64,1,0,10,1,0,8,1,0,1,0,0,16,0,0,9,0,1024,0,0,2,0,1.18170293941,0.5765
1,8,1,0,8,2,0,64,0,0,4,0,0,16,0,0,1,2,0,64,0,0,10,0,1,32,0,0,10,0,1,64,1,0,9,2,1,512,1,0,0,0,1024,0,0,4,0,0.900982175159,0.7131
1,16,0,0,2,1,0,16,0,0,5,0,0,16,0,0,1,1,0,64,0,0,10,0,0,16,1,0,7,1,1,64,0,0,3,1,0,16,0,0,9,0,1024,0,0,2,0,0.844155447102,0.7132
1,64,0,0,8,2,0,16,1,0,7,1,1,64,1,0,8,2,1,8,0,0,8,0,0,64,1,0,9,2,0,8,1,0,1,0,0,16,1,0,0,0,1024,0,0,4,0,1.05117526131,0.6296
1,64,0,0,7,0,1,8,0,0,5,1,1,64,0,0,1,2,1,16,0,0,10,0,0,16,0,0,7,1,1,8,1,0,9,0,0,32,1,0,1,0,512,0,0,8,0,1.23781370373,0.5602
1,64,0,0,6,2,0,16,1,0,6,1,0,32,0,0,1,2,0,16,0,0,2,2,1,64,0,0,10,0,1,64,0,0,3,1,0,32,1,0,1,0,16,0,0,6,0,0.906000358582,0.6849
1,64,0,0,2,0,0,64,0,0,8,0,1,8,0,0,1,2,1,8,0,0,8,0,0,64,1,0,9,2,0,8,1,0,1,0,0,16,1,0,0,0,1024,0,0,4,0,1.06180792294,0.6247
1,16,0,0,7,0,1,8,0,0,1,2,0,8,0,0,1,2,0,64,0,0,0,0,0,32,1,0,8,1,1,16,0,0,10,1,1,512,0,0,9,0,512,1,0,4,0,0.90486498127,0.6903
1,64,0,0,7,0,1,8,0,0,5,1,1,64,0,0,1,2,1,16,0,0,3,0,0,32,1,0,8,1,1,16,0,0,9,2,1,512,1,0,9,0,512,1,0,0,0,1.37893189392,0.5121
1,64,0,0,6,1,0,64,1,0,7,1,1,64,1,0,8,1,0,64,0,0,10,0,0,16,1,0,7,1,1,8,1,0,9,0,0,64,0,0,9,0,512,1,0,4,0,1.80877933731,0.4019
1,32,0,0,5,1,0,16,0,0,5,1,0,64,0,0,5,2,1,16,1,0,2,2,1,64,0,0,10,0,1,64,0,0,3,1,0,32,1,0,1,0,1024,0,0,2,0,0.982511987972,0.6705
1,32,0,0,7,0,1,8,0,0,1,2,0,8,0,0,7,2,1,16,0,0,10,0,0,64,1,0,9,2,1,8,1,0,0,1,1,512,1,0,1,0,512,0,0,8,0,2.12274193115,0.3771
1,64,0,0,6,2,1,8,0,0,1,2,0,8,0,0,7,2,1,16,0,0,10,0,0,64,1,0,9,2,1,8,1,0,0,1,1,512,1,0,0,0,1024,1,0,0,3,1.78327425003,0.4394
1,64,0,0,7,0,1,8,0,0,7,1,1,64,1,0,1,2,1,16,0,0,3,0,0,32,1,0,8,1,1,16,0,0,9,2,1,512,1,0,9,0,512,1,0,4,0,1.09555023022,0.6153
1,64,0,0,7,2,0,64,0,0,4,0,0,16,0,0,1,2,1,16,0,0,3,0,1,32,0,0,10,0,0,64,0,0,7,2,1,512,1,0,9,0,1024,1,0,0,3,0.828676393986,0.7283
1,32,0,0,5,0,0,16,0,0,5,1,0,64,0,0,5,2,1,16,1,0,2,2,1,64,0,0,10,0,1,64,0,0,3,2,0,64,0,0,6,1,64,1,0,3,1,0.923297593784,0.6845
1,16,0,0,7,0,1,8,0,0,3,1,1,64,1,0,5,0,1,8,0,0,10,0,0,16,0,0,7,2,0,64,0,0,10,1,1,512,0,0,9,0,512,1,0,4,0,1.03811445427,0.633
1,64,1,0,8,2,1,8,0,0,5,1,1,64,1,0,5,0,1,8,0,0,10,0,0,16,0,0,7,1,1,8,1,0,9,0,0,32,1,0,1,0,512,0,0,8,0,1.11209832191,0.6039
1,64,0,0,8,2,0,64,0,0,4,0,0,16,0,0,1,2,1,16,0,0,3,0,1,32,0,0,10,0,0,64,0,0,7,2,0,32,1,0,1,0,16,0,0,6,0,0.996386658287,0.6565
1,32,0,0,6,0,0,64,0,0,1,2,0,8,0,0,7,2,1,16,0,0,8,0,0,64,1,0,9,2,0,8,1,0,1,0,0,16,0,0,9,0,1024,1,0,0,3,1.04365350685,0.6342
1,16,0,0,7,0,1,8,0,0,3,1,1,64,1,0,5,0,1,8,0,0,10,0,0,16,0,0,7,2,0,64,0,0,7,2,0,64,0,0,6,1,64,1,0,3,0,0.957676041603,0.6625
1,32,0,0,5,0,0,16,0,0,5,1,0,64,0,0,5,2,1,16,1,0,2,2,1,64,0,0,10,0,1,64,0,0,3,1,0,32,1,0,1,0,16,0,0,6,0,0.933111032486,0.6781
1,16,0,0,7,0,1,8,0,0,1,2,0,8,0,0,7,2,1,16,0,0,10,0,0,64,1,0,10,0,0,8,1,0,7,1,1,64,0,0,9,0,1024,1,0,0,3,1.17458289204,0.5751
1,64,0,0,8,2,0,8,0,0,5,1,1,32,0,0,1,2,1,16,0,0,3,0,0,32,1,0,8,1,1,16,0,0,0,2,0,64,0,0,6,1,64,1,0,3,1,1.057835958,0.6836
1,32,0,0,5,0,0,16,0,0,5,1,0,64,1,0,0,1,1,8,0,0,8,0,0,64,1,0,9,2,0,8,1,0,1,0,0,16,1,0,0,0,1024,0,0,4,0,1.09356141701,0.615
1,64,0,0,6,2,0,16,1,0,6,1,0,32,0,0,1,2,0,16,0,0,2,2,1,64,0,0,10,1,1,8,1,0,9,1,1,1024,0,0,6,0,1024,0,0,4,0,1.11059468365,0.6538
1,16,0,0,7,0,1,8,0,0,1,2,0,8,0,0,7,2,1,16,0,0,0,0,0,64,1,0,10,1,0,8,1,0,1,0,0,16,0,0,9,0,1024,0,0,2,0,1.13485665951,0.6094
1,16,0,0,2,0,0,64,0,0,8,0,1,8,0,0,1,2,0,64,0,0,0,0,0,32,1,0,8,1,1,16,1,0,1,0,0,16,0,0,9,0,1024,0,0,2,0,7.15433520813,0.1624
1,64,0,0,8,2,0,16,1,0,7,1,1,64,1,0,8,2,1,8,0,0,8,0,1,64,0,0,10,0,1,64,0,0,3,2,0,64,0,0,6,1,64,1,0,3,1,0.959018773174,0.694
1,64,0,0,8,2,0,64,0,0,4,0,0,16,0,0,1,2,1,16,0,0,3,0,1,32,0,0,8,1,1,16,0,0,5,2,0,64,0,0,6,1,64,1,0,3,1,1.40431837978,0.5537
1,64,0,0,10,2,1,16,1,0,6,1,0,32,1,0,5,0,1,8,0,0,10,0,0,16,0,0,7,2,0,64,0,0,7,2,0,64,0,0,6,1,16,0,0,6,0,1.26383449192,0.5602
1,16,1,0,7,1,0,16,0,0,2,2,0,8,0,0,7,2,1,16,0,0,0,0,0,64,1,0,10,1,0,8,1,0,1,0,0,16,0,0,9,0,1024,1,0,0,0,1.276784618,0.5515
1,16,1,0,7,1,0,16,0,0,2,2,0,8,0,0,7,2,1,16,0,0,0,0,0,64,1,0,10,1,0,8,1,0,1,2,0,64,0,0,6,1,64,1,0,3,1,1.3076855444,0.5589
1,8,1,0,8,2,0,64,0,0,4,0,0,16,0,0,1,2,0,64,0,0,10,0,1,32,0,0,8,1,1,16,0,0,9,2,1,512,1,0,9,0,512,1,0,4,0,1.56507484264,0.4857
1,32,0,0,6,0,0,64,0,0,4,0,0,16,0,0,1,2,0,64,0,0,10,0,1,32,0,0,10,0,1,64,1,0,9,2,1,512,1,0,0,0,1024,0,0,4,0,0.848440266705,0.7232
1,16,0,0,2,1,0,16,0,0,5,0,0,16,0,0,1,1,0,64,0,0,10,0,0,16,1,0,7,1,1,64,0,0,3,1,1,512,1,0,9,0,1024,1,0,0,1,0.943158632946,0.6888
1,16,0,0,7,0,1,16,1,0,7,1,1,64,1,0,8,2,0,16,1,0,2,2,1,64,0,0,10,0,1,64,0,0,3,2,0,64,0,0,6,1,64,1,0,3,1,1.0000293211,0.6498
1,16,0,0,7,0,1,8,0,0,5,1,1,64,0,0,1,2,1,16,0,0,3,0,0,32,1,0,8,1,1,16,0,0,9,2,1,512,1,0,9,0,512,1,0,0,0,1.16911345158,0.5777
1,64,0,0,7,0,1,8,0,0,7,1,1,64,1,0,1,2,1,16,0,0,3,0,0,32,1,0,8,1,1,16,0,0,9,2,1,512,1,0,9,0,512,1,0,0,0,0.849526300907,0.7068
1,64,0,0,8,2,0,16,1,0,7,1,1,64,1,0,8,2,0,16,1,0,2,2,1,64,0,0,10,2,1,64,0,0,3,0,0,32,1,0,9,0,1024,1,0,0,0,1.17452885227,0.5958
1,64,0,0,7,0,1,8,0,0,5,1,1,64,0,0,1,2,1,16,0,0,10,0,0,16,0,0,7,1,1,8,1,0,9,1,1,512,1,0,1,0,512,0,0,8,0,2.01937992592,0.3352
1,64,0,0,8,2,0,16,1,0,7,1,1,64,1,0,8,2,0,16,1,0,2,2,1,64,1,0,7,1,1,8,1,0,9,0,0,64,0,0,9,0,512,1,0,4,0,1.15215855789,0.5935
1,64,0,0,7,0,1,8,0,0,7,1,1,64,1,0,1,2,1,16,0,0,3,0,0,16,0,0,7,1,1,8,1,0,9,0,0,32,1,0,1,0,512,0,0,8,0,1.63015496902,0.4514
1,16,0,0,2,1,0,16,0,0,5,1,1,64,1,0,5,0,1,8,0,0,10,0,0,16,0,0,7,0,0,8,1,0,7,1,1,64,0,0,9,0,1024,1,0,0,3,1.52426346169,0.4735
1,16,0,0,7,0,1,8,0,0,5,1,1,64,0,0,9,2,1,16,0,0,3,0,0,32,1,0,8,1,1,16,0,0,9,2,1,512,1,0,9,0,512,1,0,0,0,1.07367940979,0.6225
1,16,0,0,7,0,1,8,0,0,3,1,1,64,1,0,5,0,1,8,0,0,0,0,0,32,1,0,10,0,1,64,0,0,3,1,0,32,1,0,1,0,16,0,0,6,0,1.00261198635,0.6558
1,32,0,0,5,0,0,16,0,0,5,1,0,64,1,0,0,1,1,8,0,0,10,0,0,64,1,0,8,1,1,16,0,0,1,2,1,512,1,0,9,0,512,1,0,0,0,1.16184836044,0.6106
1,64,0,0,8,2,0,64,0,0,5,1,1,64,1,0,5,0,1,8,0,0,10,0,0,16,0,0,7,1,1,8,1,0,9,0,0,32,1,0,1,0,512,0,0,8,0,1.08322930984,0.6184
1,64,0,0,7,0,1,8,0,0,4,0,0,16,0,0,1,2,1,16,0,0,3,0,1,32,0,0,10,0,0,64,0,0,7,2,0,32,1,0,1,0,16,0,0,6,0,1.03648423738,0.6498
1,16,0,0,2,1,0,16,0,0,5,1,1,64,1,0,5,0,1,8,0,0,10,0,0,16,0,0,7,2,0,64,0,0,10,1,1,512,0,0,9,0,1024,0,0,2,0,1.0299424263,0.6327
1,16,0,0,7,0,1,8,0,0,5,1,1,64,0,0,9,2,1,16,0,0,3,0,0,32,1,0,7,1,1,32,1,0,9,2,1,512,1,0,9,0,1024,1,0,0,1,1.46298804722,0.5737
1,64,0,0,8,2,0,8,0,0,5,1,1,64,0,0,1,2,1,16,0,0,3,0,0,32,1,0,8,1,1,16,0,0,9,2,1,512,1,0,9,0,512,1,0,0,0,0.748088176107,0.744
1,64,0,0,8,2,0,16,1,0,7,1,1,64,1,0,8,2,0,16,1,0,2,2,1,64,0,0,10,0,1,64,0,0,3,1,1,512,1,0,1,0,512,0,0,8,0,0.87868883214,0.7275
1,16,0,0,2,1,0,16,0,0,5,0,0,16,0,0,1,1,0,64,0,0,10,0,0,16,1,0,7,1,1,64,0,0,9,2,1,512,1,0,0,0,1024,0,0,4,0,0.871287483835,0.734
1,16,0,0,8,2,0,16,0,0,5,1,1,64,1,0,1,2,0,64,0,0,8,0,0,64,1,0,7,1,1,8,1,0,9,0,0,64,1,0,0,0,1024,0,0,4,0,1.24349551373,0.5896
1,16,0,0,2,2,1,8,0,0,5,1,1,64,0,0,1,2,1,16,0,0,10,0,0,16,0,0,7,1,1,8,1,0,9,0,0,32,1,0,1,0,512,0,0,8,2,1.2028681963,0.5793
1,16,0,0,8,2,0,16,0,0,5,1,1,64,1,0,0,0,1,8,0,0,3,0,1,32,0,0,10,0,0,16,0,0,5,2,1,512,1,0,9,0,512,1,0,4,0,0.966505123234,0.6858
1,16,0,0,7,0,1,8,0,0,1,2,0,8,0,0,1,2,1,16,0,0,10,0,0,16,0,0,7,1,1,8,1,0,9,0,0,32,1,0,1,0,512,0,0,8,0,4.90434708099,0.2111
1,64,0,0,7,2,0,64,0,0,4,0,0,16,0,0,1,2,1,16,0,0,3,0,0,32,0,0,10,0,0,64,0,0,10,1,1,512,0,0,9,0,512,1,0,4,0,1.07333903961,0.6487
1,16,0,0,2,0,0,64,0,0,8,0,1,8,0,0,1,2,0,64,0,0,0,0,0,32,1,0,7,1,1,32,1,0,9,2,1,512,1,0,9,0,1024,1,0,0,1,1.30572689791,0.6687
1,64,0,0,8,2,0,16,1,0,7,1,1,64,1,0,8,2,0,8,0,0,8,0,0,64,1,0,9,2,0,8,1,0,1,0,0,16,0,0,9,0,1024,1,0,0,3,1.08142056065,0.6258
1,64,0,0,10,2,1,16,1,0,6,1,0,32,1,0,5,0,1,8,0,0,9,0,0,16,0,0,7,2,0,64,0,0,7,2,0,64,0,0,6,1,64,1,0,0,3,2.02697616272,0.2992
1,64,1,0,8,2,1,8,0,0,5,1,1,64,1,0,5,0,1,8,0,0,10,0,0,16,0,0,7,1,1,8,1,0,9,2,1,512,1,0,9,0,512,1,0,0,0,1.61090584145,0.4517
1,16,0,0,7,0,1,8,0,0,3,1,1,64,1,0,5,0,1,8,0,0,0,0,0,32,1,0,8,1,1,16,0,0,10,1,1,512,0,0,6,0,16,0,0,4,0,1.06521982203,0.6222
1,64,0,0,7,0,1,8,0,0,7,1,1,64,1,0,1,2,1,16,0,0,10,0,0,64,1,0,10,0,0,8,1,0,7,1,1,128,0,0,9,0,1024,1,0,0,3,1.04869507179,0.6305
1,64,0,0,8,2,0,64,0,0,1,2,0,8,0,0,1,2,0,64,0,0,0,0,0,32,1,0,8,1,1,16,0,0,10,1,1,512,0,0,9,0,512,1,0,4,0,0.907747832108,0.691
1,16,0,0,7,0,1,8,0,0,4,2,0,8,0,0,7,2,1,16,0,0,10,0,0,64,1,0,10,0,1,16,0,0,9,1,1,512,1,0,0,0,1024,1,0,0,3,2.77021928825,0.17
1,64,0,0,8,2,0,16,0,0,4,2,0,16,1,0,8,2,1,16,1,0,0,0,0,64,1,0,10,1,0,8,1,0,1,0,0,16,0,0,9,0,1024,0,0,2,0,1.17046007099,0.5994
1,64,0,0,8,2,0,64,0,0,4,0,0,16,0,0,1,2,0,64,0,0,10,0,1,32,0,0,10,0,1,64,1,0,9,2,1,512,1,0,0,0,1024,0,0,4,0,0.956700078297,0.7124
1,64,1,0,8,2,0,16,0,0,4,2,0,16,1,0,8,2,1,16,0,0,0,0,0,64,1,0,10,1,0,8,1,0,1,0,0,16,0,0,9,0,1024,0,0,2,0,1.20150492001,0.5973
1,64,0,0,6,1,0,64,1,0,7,1,1,64,1,0,8,1,0,64,0,0,10,0,0,16,1,0,7,1,1,8,1,0,9,1,1,512,0,0,6,0,1024,0,0,4,0,1.43160164719,0.529
1,16,0,0,7,0,1,8,0,0,1,2,0,8,0,0,7,2,1,16,0,0,10,0,0,64,1,0,10,0,0,8,1,0,7,1,1,64,0,0,9,0,1024,1,0,0,3,1.22185897617,0.5674
1,16,0,0,2,1,0,16,0,0,5,0,0,16,0,0,1,1,0,64,0,0,10,0,1,32,0,0,10,0,1,64,1,0,9,2,1,512,1,0,0,0,1024,0,0,4,0,0.982353328609,0.6806
1,64,0,0,8,0,0,16,0,0,8,0,1,8,0,0,1,2,0,64,0,0,0,0,0,32,1,0,7,1,1,32,1,0,9,2,1,512,1,0,9,0,1024,1,0,0,1,1.40159908676,0.5919
1,64,0,0,8,2,0,64,0,0,5,1,1,64,1,0,5,0,1,8,0,0,10,0,0,16,0,0,7,1,1,8,1,0,9,0,1,512,1,0,9,0,512,1,0,0,0,0.826071529579,0.7079
1,16,0,0,8,2,0,16,1,0,7,1,1,64,1,0,8,2,0,16,1,0,2,2,1,64,0,0,10,2,1,64,0,0,3,0,0,32,1,0,9,0,1024,1,0,0,0,0.998506268883,0.6465
1,64,0,0,7,0,1,8,0,0,4,0,0,16,0,0,1,2,1,16,0,0,3,0,1,32,0,0,10,0,0,64,0,0,7,2,0,32,1,0,1,0,16,0,0,3,1,1.0599911871,0.6276
1,16,0,0,7,0,1,8,0,0,5,1,1,64,0,0,9,2,1,16,0,0,3,0,0,32,1,0,8,1,1,16,0,0,9,2,1,512,1,0,9,0,512,1,0,0,0,1.13029730816,0.6113
1,16,0,0,8,2,0,16,1,0,7,1,1,64,1,0,8,2,0,16,1,0,2,2,1,64,0,0,10,1,1,64,0,0,3,1,1,512,1,0,1,0,512,0,0,8,0,1.44763684731,0.5473
1,16,0,0,2,1,0,16,0,0,5,0,0,16,0,0,1,1,0,64,0,0,3,0,0,32,1,0,8,1,1,16,0,0,9,2,1,512,1,0,9,0,512,1,0,0,0,0.903902169991,0.6801
1,64,0,0,6,2,0,16,1,0,6,1,0,32,0,0,1,2,1,16,0,0,10,0,0,16,0,0,7,1,1,8,1,0,9,1,1,512,1,0,1,0,512,0,0,8,0,2.55109818497,0.2778
1,16,1,0,7,1,0,8,0,0,5,1,1,32,0,0,1,2,1,16,0,0,3,0,0,32,1,0,8,1,0,16,0,0,0,2,0,64,0,0,6,1,64,1,0,3,1,1.10607402916,0.6174
1,16,1,0,7,1,0,16,0,0,2,2,0,8,0,0,7,2,1,16,0,0,0,0,0,64,1,0,10,1,0,8,1,0,1,2,0,64,0,0,9,0,1024,1,0,0,1,1.21870749664,0.5705
1,16,0,0,7,0,1,8,0,0,1,2,0,8,0,0,1,2,1,16,0,0,10,0,0,16,0,0,7,1,1,8,1,0,9,0,0,32,1,0,1,0,512,0,0,8,0,2.9381051651,0.3088
1,16,0,0,7,0,1,8,0,0,5,1,1,64,0,0,9,2,1,16,1,0,3,0,0,32,1,0,8,1,1,8,1,0,9,1,1,64,0,0,6,0,1024,0,0,4,0,1.24256610165,0.5769
1,16,0,0,2,1,0,16,0,0,5,0,0,16,0,0,1,1,0,64,0,0,10,0,0,16,1,0,7,1,1,64,0,0,3,1,1,512,1,0,9,0,1024,1,0,0,1,1.21274433289,0.5971
1,16,0,0,7,1,1,8,0,0,1,2,0,8,0,0,7,2,1,16,0,0,10,0,0,64,1,0,10,0,0,8,1,0,7,1,0,64,0,0,6,1,64,1,0,3,1,1.34845111637,0.5197
1,64,0,0,8,2,0,64,0,0,4,0,0,16,0,0,1,2,0,64,0,0,0,0,0,32,1,0,8,1,1,16,0,0,10,1,1,512,0,0,6,0,16,0,0,4,0,0.912987587547,0.6898
1,16,0,0,7,0,1,8,0,0,7,1,1,64,1,0,1,2,1,16,0,0,10,0,0,64,1,0,10,0,0,8,1,0,7,1,1,128,0,0,9,0,1024,1,0,0,3,1.61194812469,0.4271
1,16,0,0,2,0,0,64,0,0,4,0,0,16,0,0,1,2,0,64,0,0,10,0,1,32,0,0,10,0,1,64,1,0,9,2,1,512,1,0,0,0,1024,0,0,4,0,0.907465117741,0.7304
1,64,0,0,8,2,0,64,0,0,1,2,0,8,0,0,1,2,0,64,0,0,0,0,1,64,0,0,10,0,1,64,0,0,3,2,0,64,0,0,6,1,64,1,0,3,1,1.17777632351,0.6187
1,16,0,0,7,0,1,8,0,0,3,1,1,64,1,0,5,0,0,64,0,0,10,0,0,16,1,0,7,1,1,64,0,0,9,2,1,512,1,0,0,0,1024,0,0,4,0,0.915502310848,0.718
1,8,1,0,8,2,0,64,0,0,4,0,0,16,0,0,1,2,0,16,0,0,2,2,1,64,0,0,10,1,1,8,1,0,9,1,1,1024,0,0,6,0,1024,0,0,4,0,1.41805308342,0.5311
1,64,0,0,7,2,1,8,0,0,4,0,0,16,0,0,1,2,1,16,0,0,3,0,0,64,1,0,10,1,0,8,1,0,1,0,0,16,0,0,9,0,1024,0,0,2,0,1.0965825798,0.612
1,16,0,0,7,0,1,8,0,0,5,1,1,64,0,0,1,2,1,16,0,0,3,0,0,32,1,0,8,1,1,16,0,0,9,0,0,32,1,0,1,0,512,0,0,8,0,1.09880878105,0.6137
1,64,0,0,10,2,1,16,1,0,6,1,0,32,1,0,5,0,1,8,0,0,9,0,0,16,0,0,7,2,0,64,0,0,7,2,0,64,0,0,6,1,64,1,0,3,1,1.45077013779,0.5471
