Conv0 active,Conv0 num filters,Conv0 batch normalization,Conv0 activation,Conv0 dropout,Conv0 max pooling,Conv1 active,Conv1 num filters,Conv1 batch normalization,Conv1 activation,Conv1 dropout,Conv1 max pooling,Conv2 active,Conv2 num filters,Conv2 batch normalization,Conv2 activation,Conv2 dropout,Conv2 max pooling,Conv3 active,Conv3 num filters,Conv3 batch normalization,Conv3 activation,Conv3 dropout,Conv3 max pooling,Conv4 active,Conv4 num filters,Conv4 batch normalization,Conv4 activation,Conv4 dropout,Conv4 max pooling,Dense0 active,Dense0 num nodes,Dense0 batch normalization,Dense0 activation,Dense0 dropout,Dense1 active,Dense1 num nodes,Dense1 batch normalization,Dense1 activation,Dense1 dropout,Optimizer,Val Loss,Val Accuracy
1,32,0,0,1,1,1,16,0,0,9,0,0,32,1,0,10,0,1,16,1,0,3,0,0,64,1,0,1,0,0,16,0,0,6,0,32,1,0,10,1,1.11571830826,0.6125
1,8,0,0,1,1,1,8,1,0,4,2,0,16,0,0,4,2,0,32,1,0,7,2,0,16,0,0,9,2,1,32,1,0,3,1,128,0,0,0,2,1.16919078903,0.5837
1,16,1,0,3,1,0,16,1,0,4,1,0,16,0,0,4,2,0,32,1,0,7,2,0,16,0,0,8,1,0,64,0,0,5,0,16,0,0,4,0,1.26529123459,0.5688
1,64,0,0,7,0,0,32,0,0,8,2,0,8,1,0,2,0,1,16,1,0,8,0,0,64,1,0,9,2,1,32,1,0,3,1,1024,0,0,0,2,1.03002785683,0.6291
1,16,1,0,3,1,0,16,0,0,9,0,0,32,1,0,10,1,1,64,1,0,3,1,0,64,0,0,7,1,0,128,1,0,5,0,16,0,0,4,0,0.927939073753,0.6762
1,16,1,0,3,1,0,16,0,0,9,0,0,32,1,0,10,1,1,64,1,0,10,1,0,64,0,0,7,1,0,128,1,0,5,0,16,0,0,4,0,0.964953645515,0.6901
1,8,0,0,1,1,1,8,1,0,4,2,0,16,0,0,4,2,0,64,1,0,7,2,0,64,1,0,8,1,0,64,0,0,5,1,512,0,0,3,1,1.42985106907,0.5626
1,16,1,0,3,1,0,16,1,0,2,0,0,32,1,0,1,1,0,64,1,0,7,2,1,64,1,0,3,0,1,128,1,0,6,0,32,1,0,10,2,0.844943729115,0.7055
1,32,0,0,1,1,1,8,0,0,2,0,0,32,1,0,1,2,0,64,1,0,7,2,0,64,1,0,8,1,0,64,0,0,5,1,512,0,0,3,1,1.13625176468,0.6103
1,32,0,0,1,1,1,8,0,0,7,0,0,32,1,0,1,1,0,64,1,0,7,2,1,64,1,0,3,0,1,128,1,0,6,0,32,1,0,4,0,0.997694408417,0.6529
1,16,1,0,1,1,1,16,0,0,9,0,0,32,1,0,10,1,1,64,1,0,3,1,0,64,0,0,7,1,0,128,1,0,5,0,16,0,0,4,0,1.13981633129,0.5876
1,64,0,0,1,1,0,8,0,0,2,0,0,32,1,0,1,1,0,64,1,0,7,2,0,64,0,0,7,1,0,128,1,0,5,0,16,0,0,4,0,1.04743858423,0.6378
1,32,1,0,1,1,1,8,0,0,2,0,0,32,1,0,1,2,0,64,1,0,7,2,0,64,1,0,8,1,0,64,0,0,5,1,512,0,0,3,1,1.33601993065,0.5675
1,64,1,0,10,2,0,32,0,0,9,2,0,8,1,0,4,2,0,32,1,0,7,2,0,16,0,0,9,2,1,32,1,0,3,1,128,0,0,0,2,1.22455186806,0.5759
1,32,0,0,1,1,1,16,0,0,9,0,0,32,1,0,10,1,1,64,1,0,3,1,0,64,0,0,7,1,0,128,1,0,5,0,16,0,0,3,1,1.09618509884,0.617
1,32,0,0,1,1,1,16,1,0,9,0,0,32,1,0,10,1,1,64,1,0,3,1,0,64,0,0,7,1,0,128,1,0,5,0,16,0,0,4,0,0.905398245621,0.6966
1,16,1,0,3,1,0,16,0,0,9,0,0,32,1,0,10,1,1,64,1,0,10,1,0,64,0,0,7,1,0,128,1,0,5,0,16,0,0,4,0,1.06960092239,0.6331
1,16,1,0,3,1,0,16,0,0,9,0,0,32,1,0,10,1,1,64,1,0,10,1,0,64,0,0,7,1,0,128,1,0,5,0,16,0,0,4,0,0.960971750069,0.6953
1,32,0,0,1,1,1,8,0,0,7,0,0,32,1,0,1,1,0,64,1,0,7,2,1,64,1,0,3,1,0,128,1,0,5,0,16,0,0,4,0,1.33415014877,0.544
1,32,0,0,1,1,1,8,0,0,2,0,0,32,1,0,1,1,0,64,1,0,7,2,0,64,0,0,7,1,0,128,1,0,5,0,16,0,0,4,0,1.06184210815,0.6256
1,16,1,0,3,1,0,16,1,0,2,0,0,32,1,0,1,1,0,64,1,0,7,2,1,64,0,0,7,1,0,128,1,0,5,0,16,0,0,4,0,1.11445667286,0.6087
1,64,0,0,1,1,0,8,0,0,2,0,0,32,1,0,1,1,0,64,1,0,7,2,0,64,0,0,7,1,0,128,1,0,5,0,16,0,0,3,1,1.1709927124,0.602
1,16,1,0,3,1,0,16,0,0,9,0,0,32,1,0,10,1,1,64,1,0,3,1,0,64,0,0,9,2,1,32,1,0,3,1,128,0,0,0,2,0.971220908356,0.6653
1,32,0,0,0,1,0,8,0,0,2,0,0,32,0,0,4,2,0,32,1,0,7,2,0,16,0,0,8,1,0,64,0,0,5,0,16,0,0,4,0,1.12363116779,0.6105
1,32,0,0,1,1,1,8,1,0,4,2,0,16,0,0,4,2,0,64,1,0,7,2,0,64,1,0,8,1,0,64,0,0,5,1,512,0,0,3,1,1.91525060139,0.5125
1,16,1,0,1,0,1,16,0,0,9,0,0,32,1,0,10,1,1,64,1,0,3,1,0,64,0,0,7,1,0,128,1,0,5,0,16,0,0,4,2,14.5062856842,0.1
1,64,1,0,7,0,0,32,0,0,8,2,0,8,1,0,2,0,1,16,1,0,8,0,0,64,1,0,9,2,1,32,1,0,3,1,1024,0,0,0,2,1.00366964626,0.6451
1,32,0,0,1,1,1,16,0,0,9,0,0,32,1,0,10,0,1,16,1,0,3,0,0,64,1,0,1,0,0,16,0,0,6,0,32,1,0,10,1,1.29789728508,0.5597
1,32,0,0,1,1,1,8,0,0,2,0,0,32,1,0,1,2,0,64,1,0,7,2,0,64,1,0,8,1,0,64,0,0,5,1,512,0,0,3,1,1.11738310261,0.6283
1,64,1,0,10,2,0,32,0,0,9,2,0,8,1,0,4,2,0,32,1,0,7,2,0,16,0,0,9,2,1,32,1,0,3,1,128,0,0,4,0,1.25467439137,0.5666
1,32,0,0,1,1,1,8,0,0,7,0,0,32,1,0,1,2,0,64,1,0,7,2,0,64,1,0,8,1,0,64,0,0,5,1,512,0,0,3,1,1.00656054077,0.6511
1,32,0,0,1,1,1,16,0,0,9,0,0,32,1,0,10,1,1,64,1,0,3,1,0,64,0,0,7,1,0,128,1,0,5,0,16,0,0,4,0,1.28305735188,0.5292
1,64,1,0,1,1,1,16,0,0,9,0,0,32,1,0,10,1,1,64,1,0,3,1,0,64,0,0,7,1,0,128,1,0,5,0,16,0,0,4,0,0.954846564674,0.686
1,32,0,0,1,1,1,16,1,0,9,0,0,32,1,0,10,1,1,64,1,0,3,1,0,64,0,0,7,1,0,128,1,0,3,1,1024,0,0,0,2,14.5062856445,0.1
1,16,1,0,1,1,1,16,0,0,9,0,0,32,1,0,10,1,1,64,1,0,3,1,0,64,0,0,7,1,0,128,1,0,5,1,512,1,0,4,1,1.60984374542,0.4281
1,32,0,0,0,1,0,8,0,0,2,0,0,32,1,0,1,1,0,64,1,0,7,2,0,64,0,0,7,1,0,128,1,0,5,0,16,0,0,4,0,1.10792064619,0.622
1,16,1,0,3,1,0,16,1,0,2,0,0,32,0,0,4,2,0,64,1,0,7,2,0,64,1,0,8,1,0,64,0,0,5,1,512,0,0,3,1,14.5062856689,0.1
1,32,0,0,1,1,1,32,0,0,7,0,0,32,1,0,1,1,0,64,1,0,7,2,0,64,1,0,8,1,0,64,0,0,5,1,512,0,0,3,1,1.03418586893,0.6668
1,64,0,0,1,1,0,8,0,0,2,0,0,32,1,0,1,1,0,32,1,0,7,2,0,16,0,0,8,1,0,64,0,0,5,0,16,0,0,4,0,1.03003063011,0.6489
1,32,0,0,1,1,1,16,0,0,2,0,0,32,1,0,1,1,0,64,1,0,7,2,0,64,0,0,7,1,0,128,1,0,5,0,16,0,0,3,1,1.01907953987,0.6475
1,16,1,0,3,1,0,8,0,0,2,0,0,32,0,0,4,2,0,32,1,0,7,2,0,16,0,0,8,1,0,64,0,0,5,0,16,0,0,4,0,1.1717590579,0.5947
1,64,1,0,7,0,0,32,0,0,8,0,0,32,1,0,10,1,1,64,1,0,10,1,0,64,0,0,7,1,0,128,1,0,5,0,16,0,0,4,0,1.43519969044,0.4914
1,16,1,0,3,1,0,16,0,0,9,0,0,32,1,0,10,1,1,64,1,0,10,1,0,64,0,0,7,1,0,128,1,0,5,0,16,0,0,4,0,1.09149802647,0.6238
1,32,0,0,7,0,0,32,0,0,8,2,0,8,1,0,2,0,1,16,1,0,8,0,0,64,1,0,9,2,1,32,1,0,3,1,16,0,0,0,2,1.11892629662,0.598
1,32,0,0,1,1,1,8,0,0,2,0,0,32,1,0,1,2,0,64,1,0,7,2,0,64,1,0,8,1,0,64,0,0,5,1,256,0,0,3,1,1.11733125019,0.6137
1,32,0,0,0,1,0,8,0,0,2,0,0,32,1,0,1,1,0,64,1,0,7,2,0,64,1,0,1,0,0,16,0,0,6,0,32,1,0,10,1,1.21298682423,0.5915
1,16,1,0,3,1,0,16,0,0,9,0,0,32,1,0,4,2,0,32,1,0,7,2,0,16,0,0,8,1,0,64,0,0,5,0,16,0,0,4,0,1.20449915648,0.5906
1,32,1,0,3,1,0,16,0,0,9,0,0,32,1,0,10,1,1,64,1,0,10,1,0,64,0,0,7,1,0,128,1,0,5,0,16,0,0,4,0,1.06143294315,0.6405
1,32,0,0,1,1,1,16,0,0,9,0,0,32,1,0,10,2,0,64,1,0,7,2,0,64,1,0,8,1,0,64,0,0,5,1,512,0,0,3,1,1.03701622782,0.6527
1,32,0,0,1,1,1,8,0,0,2,0,0,32,1,0,1,1,0,64,1,0,7,2,0,64,0,0,3,1,0,128,1,0,5,0,16,0,0,4,0,1.1035588892,0.6111
1,32,0,0,1,1,1,32,0,0,7,0,0,32,1,0,1,2,0,64,1,0,7,2,0,64,0,0,7,1,0,128,1,0,5,0,16,0,0,4,3,1.08849664001,0.6153
1,16,1,0,1,1,1,16,0,0,9,0,0,32,1,0,10,1,1,64,1,0,3,1,0,64,0,0,7,1,0,128,1,0,5,0,16,0,0,4,0,1.06741805506,0.6349
1,16,1,0,3,1,0,16,0,0,9,0,0,32,1,0,4,2,0,32,1,0,7,2,0,16,0,0,9,2,1,32,1,0,3,1,128,0,0,4,0,1.24936551476,0.5624
1,16,1,0,3,0,0,16,0,0,7,0,0,32,1,0,1,1,0,64,1,0,7,2,1,64,1,0,3,1,0,128,1,0,5,0,16,0,0,4,0,1.0534243166,0.642
1,16,0,0,3,1,0,16,0,0,9,0,0,32,1,0,10,1,1,64,1,0,7,2,0,64,0,0,7,1,0,128,1,0,5,0,16,0,0,3,1,1.60062773361,0.5314
1,16,1,0,3,1,0,16,0,0,9,0,0,32,1,0,10,1,1,64,1,0,10,1,0,64,0,0,7,1,0,128,1,0,5,0,16,0,0,4,0,1.02988753414,0.6608
1,16,1,0,3,1,0,16,0,0,9,0,0,32,1,0,10,1,1,64,1,0,10,1,0,64,0,0,7,1,0,128,1,0,5,1,512,0,0,3,1,14.5062856445,0.1
1,16,1,0,3,1,0,8,0,0,2,0,0,32,1,0,1,1,0,64,1,0,7,2,0,64,1,0,1,0,0,16,0,0,6,0,32,1,0,10,1,1.29166509323,0.5694
1,64,0,0,0,1,0,8,0,0,2,0,0,32,1,0,1,1,0,64,1,0,7,2,0,64,1,0,1,0,0,16,0,0,3,1,16,0,0,0,2,1.57194553852,0.3902
1,32,0,0,1,1,1,8,0,0,2,0,0,32,1,0,1,1,0,64,1,0,7,2,0,64,0,0,3,1,0,128,1,0,5,0,16,0,0,4,0,1.11833928528,0.6055
1,32,0,0,0,1,0,8,0,0,2,0,0,32,1,0,1,1,0,64,1,0,7,2,0,64,1,0,1,0,0,16,0,0,6,0,32,1,0,10,1,1.11688399534,0.611
1,32,0,0,7,0,0,32,0,0,8,2,0,8,1,0,2,0,1,16,1,0,8,1,0,64,0,0,7,1,0,128,1,0,5,0,16,0,0,4,0,1.13331202993,0.6338
1,16,1,0,3,0,0,16,0,0,7,0,0,32,1,0,1,1,0,64,1,0,7,2,1,64,1,0,3,1,0,128,1,0,5,0,16,0,0,4,0,1.12445646439,0.612
1,32,0,0,3,1,0,16,0,0,9,0,0,32,1,0,4,2,0,32,1,0,7,2,0,16,0,0,8,1,0,64,0,0,5,0,16,0,0,4,0,1.07899150066,0.6222
1,16,0,0,3,1,0,16,0,0,9,0,0,32,1,0,10,1,1,64,0,0,10,1,0,64,0,0,7,1,0,128,1,0,5,0,16,0,0,4,0,1.05530028763,0.6626
1,32,0,0,1,1,1,8,0,0,2,0,0,32,1,0,1,2,0,64,1,0,8,0,0,64,1,0,9,2,1,32,1,0,3,1,16,0,0,0,2,1.09453010426,0.6076
1,16,1,0,3,0,0,16,0,0,7,0,0,32,1,0,1,1,0,64,1,0,7,2,0,64,1,0,8,1,0,64,0,0,5,1,512,0,0,3,1,14.5062856689,0.1
1,16,1,0,1,1,1,16,0,0,9,0,0,32,1,0,10,1,1,64,1,0,3,1,0,64,0,0,7,1,0,128,1,0,5,0,16,0,0,4,0,0.961003390694,0.6781
1,32,0,0,7,0,0,32,0,0,8,2,0,8,1,0,2,0,1,16,1,0,8,0,0,64,1,0,9,2,1,32,1,0,3,1,16,0,0,0,2,1.11346611557,0.6053
1,16,0,0,3,1,0,16,0,0,9,0,0,32,1,0,10,1,0,64,1,0,7,2,0,64,0,0,7,1,0,128,1,0,5,0,16,0,0,3,1,1.2574334034,0.5705
1,32,0,0,1,1,1,16,0,0,2,0,0,32,1,0,1,1,0,64,1,0,7,2,0,64,0,0,8,1,0,64,0,0,5,1,512,0,0,3,1,1.02177326736,0.6599
1,32,0,0,1,1,1,16,0,0,9,0,0,32,1,0,10,2,0,64,1,0,7,2,1,64,1,0,3,1,0,128,1,0,5,0,16,0,0,4,0,1.1001448288,0.6184
1,32,0,0,5,1,1,32,0,0,7,0,0,32,1,0,1,1,0,64,1,0,7,2,0,64,1,0,8,1,0,64,0,0,5,0,16,0,0,4,0,0.939413825417,0.6788
1,32,0,0,1,1,1,8,0,0,0,0,0,32,1,0,1,2,0,64,1,0,7,2,0,64,1,0,8,1,0,64,0,0,5,1,256,0,0,3,1,1.05617753448,0.6381
1,32,0,0,1,1,1,32,0,0,7,0,0,32,1,0,1,1,0,64,1,0,7,2,0,64,1,0,8,1,0,64,0,0,5,1,512,0,0,4,0,0.88352917738,0.6972
1,16,1,0,3,1,0,16,1,0,2,0,0,32,0,0,4,2,0,64,1,0,7,2,0,64,1,0,8,1,0,64,0,0,5,1,512,0,0,3,1,2.55537358093,0.3477
1,32,0,0,1,1,1,32,0,0,7,0,0,32,1,0,1,1,0,64,1,0,7,2,0,64,1,0,8,1,0,64,0,0,5,1,512,0,0,4,0,0.876612170124,0.7034
1,16,1,0,3,1,0,8,0,0,2,0,0,32,1,0,1,1,0,64,1,0,7,2,0,64,1,0,8,1,0,64,0,0,5,1,512,0,0,3,1,1.58673763218,0.5104
1,16,0,0,3,1,0,16,0,0,9,0,0,32,1,0,10,1,1,64,1,0,7,2,0,64,1,0,1,0,0,16,0,0,6,0,32,1,0,10,1,1.34045829964,0.5599
1,32,0,0,1,1,1,16,0,0,9,0,0,32,1,0,10,2,0,32,1,0,7,2,0,16,0,0,8,1,0,64,0,0,5,0,16,0,0,4,0,1.00388677998,0.6486
1,64,0,0,0,1,0,8,0,0,2,0,0,32,1,0,1,1,0,64,1,0,7,2,0,64,0,0,3,1,0,128,1,0,5,0,16,0,0,4,0,1.05816603918,0.6379
1,32,1,0,1,1,1,16,0,0,9,0,0,32,1,0,10,1,1,64,1,0,3,1,0,64,0,0,7,1,0,128,1,0,5,0,16,0,0,4,0,1.24809586239,0.5559
1,16,0,0,2,1,0,16,0,0,9,0,0,32,1,0,10,1,0,64,1,0,7,2,0,64,1,0,8,1,0,64,0,0,5,0,16,0,0,4,0,1.17813219604,0.588
1,16,1,0,3,1,0,16,0,0,9,0,0,32,1,0,10,1,1,64,0,0,10,1,0,64,0,0,7,1,0,128,1,0,5,0,16,0,0,4,0,0.978618719292,0.6822
1,32,0,0,3,1,0,16,0,0,9,0,0,32,1,0,4,2,0,32,1,0,7,2,0,16,0,0,8,1,0,16,0,0,6,0,32,1,0,10,1,1.08164591045,0.6274
1,16,0,0,3,1,0,16,0,0,9,0,0,32,1,0,10,1,0,64,1,0,7,2,0,64,0,0,7,1,0,128,1,0,5,0,16,0,0,3,1,1.15325064526,0.6035
1,16,1,0,3,1,0,8,0,0,2,0,0,32,1,0,1,1,0,64,1,0,7,2,0,64,0,0,8,1,0,64,0,0,5,1,512,0,0,3,1,1.26110132942,0.5704
1,32,0,0,1,1,1,32,0,0,7,0,0,32,1,0,1,1,0,64,1,0,7,2,0,64,1,0,8,1,0,64,0,0,5,1,512,0,0,4,0,0.885981041908,0.6955
1,32,0,0,7,0,0,32,0,0,8,2,0,8,1,0,2,0,1,16,0,0,10,1,0,64,0,0,7,1,0,128,1,0,5,0,16,0,0,4,0,1.117727808,0.6317
1,32,0,0,1,1,1,16,0,0,9,2,0,32,1,0,10,1,1,64,1,0,3,1,0,64,0,0,7,1,0,128,1,0,5,0,16,0,0,4,0,1.22848985062,0.5781
1,32,0,0,1,1,1,8,0,0,2,0,0,32,1,0,1,1,0,64,1,0,7,2,0,64,1,0,1,0,0,16,0,0,6,0,32,1,0,10,1,1.28579899998,0.5611
1,32,0,0,1,1,1,16,0,0,2,0,0,32,1,0,1,1,0,64,1,0,7,2,0,64,0,0,8,1,0,64,0,0,5,1,512,0,0,0,2,0.94427455759,0.6741
1,16,1,0,3,0,0,16,0,0,7,0,0,32,1,0,1,1,0,64,1,0,7,2,1,64,1,0,3,1,0,128,1,0,5,0,16,0,0,4,0,1.17209685001,0.6023
1,16,1,0,1,1,1,32,0,0,7,0,0,32,1,0,1,1,0,64,1,0,7,2,0,64,1,0,8,1,0,64,0,0,5,1,512,0,0,4,0,1.00851421137,0.6579
1,32,0,0,1,1,1,32,0,0,9,0,0,32,1,0,10,2,0,64,1,0,7,2,1,64,1,0,3,1,0,128,1,0,5,0,16,0,0,4,2,1.41724758129,0.496
1,16,1,0,3,1,0,16,0,0,9,0,0,32,1,0,10,1,1,64,1,0,10,1,0,64,0,0,7,1,0,128,1,0,5,1,512,0,0,3,1,1.21428661757,0.5937
1,32,0,0,1,1,1,8,0,0,2,0,0,32,1,0,1,1,1,64,0,0,10,1,0,64,0,0,7,1,0,128,1,0,5,0,16,0,0,4,0,0.991039274979,0.6844
1,32,0,0,1,1,1,32,0,0,7,0,0,32,1,0,1,1,0,64,1,0,7,2,0,64,0,0,3,1,0,128,1,0,5,0,16,0,0,4,0,0.922140908146,0.6823
1,32,0,0,7,0,0,32,0,0,8,2,0,32,1,0,10,1,1,64,1,0,7,1,0,64,0,0,7,1,0,128,1,0,5,1,512,0,0,7,1,1.6038087368,0.4578
1,32,0,0,1,1,1,16,0,0,0,0,0,32,1,0,10,2,0,32,1,0,7,2,0,16,0,0,8,1,0,64,0,0,5,0,16,0,0,4,0,0.995599482346,0.6537
1,32,0,0,1,1,1,32,0,0,7,0,0,32,1,0,1,1,0,64,1,0,7,2,1,64,1,0,8,1,0,64,0,0,5,1,512,0,0,4,0,1.24990942669,0.5963
1,16,0,0,3,1,0,16,0,0,9,0,0,32,1,0,1,1,0,64,1,0,7,2,0,64,0,0,8,1,0,64,0,0,5,1,512,0,0,0,2,1.05172252474,0.6312
1,16,0,0,3,1,0,16,0,0,9,0,0,32,1,0,10,1,0,64,1,0,7,2,0,64,0,0,7,1,0,128,1,0,5,0,16,0,0,3,0,1.16589264126,0.5967
1,32,0,0,1,1,1,16,0,0,9,2,0,32,1,0,10,1,1,64,1,0,3,1,0,64,0,0,7,1,0,128,1,0,5,0,16,0,0,4,1,3.15210146103,0.2911
1,32,0,0,1,1,1,32,0,0,7,0,0,32,1,0,1,1,0,64,1,0,7,2,0,64,1,0,8,1,0,64,0,0,5,1,512,0,0,4,0,0.876770407772,0.7005
1,32,0,0,1,1,1,16,0,0,2,0,0,32,1,0,1,1,0,64,1,0,7,2,0,64,0,0,3,1,0,128,1,0,5,0,16,0,0,4,0,0.998561917877,0.6519
1,16,0,0,3,1,0,16,0,0,9,0,0,32,1,0,10,1,0,64,1,0,7,2,0,64,0,0,7,1,0,128,1,0,5,0,16,0,0,3,1,1.17684346333,0.5905
1,16,1,0,3,1,0,8,0,0,2,0,0,32,1,0,1,1,0,64,1,0,7,2,0,64,0,0,8,1,0,64,0,0,5,1,512,0,0,3,1,1.39451872778,0.5834
1,32,0,0,1,1,1,16,0,0,2,0,0,32,1,0,1,1,0,64,1,0,7,2,0,64,0,0,8,1,0,64,0,0,5,1,512,0,0,0,2,0.940445654774,0.6706
1,32,0,0,1,1,1,32,0,0,7,0,0,32,1,0,1,1,0,64,1,0,7,2,0,64,1,0,8,1,0,64,0,0,5,0,16,0,0,4,0,0.946048707962,0.6799
1,16,1,0,1,1,1,32,0,0,7,0,0,32,1,0,1,1,0,64,1,0,7,2,0,64,1,0,8,1,0,64,0,0,5,0,16,0,0,4,0,1.00870878239,0.6494
1,32,0,0,3,1,0,16,0,0,9,0,0,32,1,0,4,2,0,32,1,0,7,2,0,64,0,0,7,1,0,128,1,0,5,1,16,0,0,3,1,1.40942278366,0.4959
1,64,0,0,8,1,0,8,0,0,2,0,0,32,1,0,1,1,0,64,1,0,7,2,0,64,0,0,7,1,0,128,1,0,5,0,16,0,0,3,1,1.09817107582,0.6307
1,16,0,0,3,1,0,16,0,0,9,0,0,32,1,0,10,1,0,64,1,0,7,2,0,64,1,0,8,1,0,64,0,0,5,1,512,0,0,4,0,1.00017166853,0.6544
1,16,0,0,3,1,0,16,0,0,9,0,0,32,1,0,1,1,0,64,1,0,7,2,0,64,0,0,8,1,0,64,0,0,5,1,512,0,0,0,2,1.06737029343,0.6233
1,32,0,0,1,1,1,32,0,0,7,0,0,32,1,0,1,1,0,64,1,0,7,2,0,64,1,0,8,1,0,64,0,0,5,1,512,0,0,4,0,0.876859694386,0.6971
1,32,0,0,1,2,1,16,0,0,0,0,0,32,1,0,10,2,0,32,1,0,7,2,1,64,1,0,8,1,0,64,0,0,5,1,512,0,0,4,0,13.6857793121,0.1506
1,16,0,0,3,1,0,16,0,0,9,0,0,32,1,0,1,1,1,64,0,0,10,1,0,64,0,0,7,1,0,128,1,0,5,0,16,0,0,4,0,0.981995281601,0.6879
1,32,0,0,1,1,1,32,0,0,2,0,0,32,1,0,1,1,0,64,1,0,7,2,0,64,0,0,8,1,0,64,0,0,5,1,512,0,0,0,2,0.953415388489,0.6721
1,32,0,0,1,1,1,16,0,0,2,0,0,32,1,0,1,1,0,64,1,0,7,2,0,64,0,0,8,1,0,64,0,0,5,1,512,0,0,4,0,0.931423469257,0.6811
1,32,0,0,1,1,1,32,0,0,7,0,0,32,1,0,1,1,0,64,1,0,7,2,0,64,1,0,8,1,0,64,0,0,5,1,512,0,0,0,2,0.931170046997,0.68
1,16,1,0,6,1,1,16,0,0,2,0,0,32,1,0,1,1,0,64,1,0,7,2,0,64,0,0,3,1,0,128,1,0,5,0,16,0,0,4,0,1.19002687836,0.5809
1,64,0,0,8,1,0,8,0,0,2,0,0,32,1,0,1,1,0,64,1,0,7,2,0,64,0,0,7,1,0,128,1,0,5,1,512,0,0,0,2,6.66,0.1
1,32,0,0,1,1,1,32,0,0,7,0,0,32,1,0,1,1,0,64,1,0,7,2,0,64,0,0,8,1,0,64,0,0,5,1,512,0,0,0,2,0.913761298752,0.6801
1,32,0,0,1,1,1,32,0,0,7,0,0,32,1,0,1,1,0,64,1,0,7,2,0,64,1,0,8,1,0,64,0,0,5,1,512,0,0,4,0,0.885887384319,0.6937
1,32,0,0,2,1,1,16,0,0,2,0,0,32,1,0,1,1,0,64,1,0,7,2,0,64,0,0,7,1,0,128,1,0,5,0,16,0,0,3,1,1.10501131954,0.6208
1,32,0,0,1,1,1,16,0,0,0,0,0,32,1,0,10,2,0,32,1,0,7,2,0,16,0,0,8,1,0,64,0,0,5,0,16,0,0,4,0,1.02839750175,0.6376
1,32,0,0,1,1,1,32,0,0,7,0,0,32,1,0,1,1,0,64,1,0,7,2,0,64,1,0,8,1,0,64,0,0,5,1,512,0,0,4,0,0.84999636097,0.708
1,32,0,0,1,1,1,8,0,0,2,0,0,32,1,0,1,1,1,64,0,0,10,1,0,64,0,0,7,1,0,128,1,0,5,0,16,0,0,4,0,1.02795957203,0.6669
1,16,0,0,3,1,0,16,0,0,9,0,0,32,1,0,1,1,0,64,1,0,7,2,0,64,0,0,8,1,0,64,0,0,5,1,512,0,0,3,0,1.02553972216,0.6451
1,32,0,0,1,1,1,8,0,0,2,0,0,32,1,0,1,1,1,64,0,0,10,1,0,64,0,0,8,1,0,64,0,0,5,0,16,0,0,4,0,1.06753082705,0.6558
1,32,0,0,1,1,1,16,0,0,0,0,0,32,1,0,10,2,0,32,1,0,7,2,0,16,0,0,8,1,0,64,0,0,5,0,16,0,0,4,0,1.0088462348,0.6504
1,16,1,0,3,1,0,8,0,0,2,0,0,32,1,0,1,1,0,64,1,0,7,2,0,64,0,0,8,1,0,64,0,0,5,0,16,0,0,4,0,2.24248834763,0.3962
1,32,0,0,1,1,1,16,0,0,2,0,0,32,1,0,1,1,0,64,1,0,7,2,0,16,0,0,8,1,0,64,0,0,5,0,16,0,0,4,3,1.1271661665,0.5968
1,32,0,0,1,1,1,16,0,0,7,0,0,32,1,0,1,1,0,64,1,0,7,2,0,64,1,0,8,1,0,64,0,0,5,0,16,0,0,4,0,1.00999209604,0.6489
1,32,0,0,1,1,1,8,0,0,2,0,0,32,1,0,1,1,1,64,0,0,10,1,0,64,0,0,7,1,0,128,1,0,5,0,16,0,0,4,0,1.02257004757,0.6711
1,32,0,0,1,1,1,32,0,0,7,0,0,32,1,0,1,1,0,64,1,0,7,2,0,64,0,0,8,1,0,64,0,0,5,0,16,0,0,4,0,0.927507689476,0.6779
1,32,0,0,4,1,1,16,0,0,2,0,0,32,1,0,1,1,0,64,1,0,7,2,0,64,0,0,8,1,0,64,0,0,5,0,16,0,0,4,0,1.00970234623,0.646
1,32,0,0,1,1,1,32,0,0,7,0,0,32,1,0,1,1,0,64,1,0,7,2,0,64,0,0,7,1,0,128,1,0,5,0,16,0,0,3,1,0.976488786697,0.6663
1,64,0,0,1,1,1,16,0,0,0,0,0,32,1,0,10,2,0,32,1,0,7,2,0,16,0,0,8,1,0,64,0,0,5,1,512,0,0,4,0,1.02017623663,0.6507
1,32,0,0,1,1,1,8,0,0,2,0,0,32,1,0,1,1,1,64,0,0,10,1,0,64,0,0,8,1,0,64,0,0,5,0,16,0,0,4,2,1.25817142029,0.6025
1,32,0,0,2,1,1,16,0,0,2,0,0,32,1,0,1,1,0,64,1,0,7,2,0,64,0,0,8,1,0,64,0,0,5,0,16,0,0,4,0,0.983766548157,0.6547
1,32,0,0,1,1,1,16,0,0,7,0,0,32,1,0,1,1,0,64,1,0,7,2,0,64,1,0,8,1,0,64,0,0,5,0,16,0,0,4,0,1.00601251202,0.6483
1,16,1,0,6,1,1,16,0,0,2,0,0,32,1,0,1,1,0,64,1,0,7,2,0,64,0,0,8,1,0,64,0,0,5,1,512,0,0,4,0,1.49584363174,0.5297
1,32,0,0,1,1,1,32,0,0,7,0,0,32,1,0,1,1,0,64,1,0,7,2,0,64,0,0,8,1,0,64,0,0,5,0,16,0,0,4,0,0.967016196346,0.6637
