Conv0 active,Conv0 num filters,Conv0 batch normalization,Conv0 activation,Conv0 dropout,Conv0 max pooling,Conv1 active,Conv1 num filters,Conv1 batch normalization,Conv1 activation,Conv1 dropout,Conv1 max pooling,Conv2 active,Conv2 num filters,Conv2 batch normalization,Conv2 activation,Conv2 dropout,Conv2 max pooling,Conv3 active,Conv3 num filters,Conv3 batch normalization,Conv3 activation,Conv3 dropout,Conv3 max pooling,Conv4 active,Conv4 num filters,Conv4 batch normalization,Conv4 activation,Conv4 dropout,Conv4 max pooling,Dense0 active,Dense0 num nodes,Dense0 batch normalization,Dense0 activation,Dense0 dropout,Optimizer,Val Loss,Val Accuracy
1,64,1,0,5,0,0,16,0,0,2,1,1,16,1,0,2,2,0,8,0,0,4,2,0,32,0,0,4,0,0,256,1,0,1,2,1.02169128132,0.6433
1,64,1,0,5,0,0,16,0,0,2,1,1,16,0,0,2,2,0,8,0,0,4,2,0,32,0,0,4,0,0,256,1,0,1,3,1.19036629486,0.5904
1,64,1,0,5,0,0,16,0,0,2,1,1,16,1,0,2,0,0,8,0,0,4,2,0,32,0,0,4,0,0,256,1,0,1,2,1.06206878796,0.6357
1,64,1,0,5,0,0,16,0,0,2,1,1,16,0,0,6,2,0,8,0,0,4,2,0,32,0,0,4,0,0,256,1,0,1,3,1.06137515564,0.6401
1,64,1,0,6,2,0,16,0,0,2,1,1,16,0,0,6,1,0,8,0,0,4,2,0,32,0,0,4,0,0,256,1,0,1,2,1.04088536987,0.6439
1,64,1,0,6,2,0,16,0,0,2,1,1,16,0,0,6,1,0,8,0,0,4,2,0,32,0,0,4,0,0,256,1,0,1,2,1.04645767632,0.6378
1,64,1,0,5,0,0,16,0,0,2,1,0,16,1,0,6,2,0,8,0,0,4,2,0,32,0,0,4,0,0,256,1,0,1,2,10.2460406281,0.2848
1,64,1,0,6,2,0,16,0,0,2,1,1,16,0,0,6,2,0,8,0,0,4,2,0,32,0,0,4,0,0,256,1,0,1,3,1.06780134363,0.6356
1,64,1,0,6,1,0,16,0,0,2,1,1,16,0,0,2,2,0,8,0,0,4,2,0,32,0,0,4,0,0,256,1,0,1,3,1.04776613121,0.6307
1,64,1,0,6,2,1,16,0,0,2,1,1,16,1,0,1,2,0,8,0,0,4,2,0,32,0,0,4,0,0,256,1,0,1,2,0.959969469166,0.6639
1,64,1,0,6,2,1,16,0,0,2,2,1,16,0,0,6,1,0,8,0,0,4,2,0,32,0,0,4,0,0,256,1,0,1,2,0.997874951267,0.6607
1,64,1,0,5,2,1,16,0,0,2,1,1,16,1,0,1,2,0,8,0,0,4,2,0,32,0,0,4,0,0,256,1,0,1,2,0.949306752205,0.6697
1,64,1,0,6,2,0,16,0,0,2,1,1,16,0,0,6,1,0,8,0,0,4,2,0,32,0,0,4,0,0,256,1,0,1,2,1.09436969166,0.6263
1,64,1,0,5,0,0,16,0,0,2,1,1,16,0,0,2,2,0,8,0,0,4,2,0,32,0,0,4,0,0,256,1,0,1,3,1.07186582642,0.6343
1,64,1,0,5,0,0,16,0,0,2,1,1,16,0,0,6,2,0,8,0,0,4,2,0,32,0,0,4,0,0,256,1,0,1,2,1.08664171543,0.6262
1,64,1,0,5,0,0,16,0,0,2,1,1,16,0,0,6,1,0,8,0,0,4,2,0,32,0,0,4,0,0,256,1,0,1,2,1.01301651649,0.6541
1,64,1,0,6,2,0,16,0,0,2,1,1,16,0,0,6,1,0,8,0,0,4,2,0,32,0,0,4,0,0,256,1,0,1,2,1.05630196495,0.6417
1,64,1,0,6,1,0,16,0,0,2,1,1,16,0,0,6,2,0,8,0,0,4,2,0,32,0,0,4,0,0,256,1,0,1,3,1.40756038208,0.5138
1,64,0,0,5,0,0,16,0,0,2,1,1,8,1,0,2,0,0,8,0,0,4,2,0,32,0,0,4,0,0,256,1,0,1,2,1.07080092163,0.6249
1,64,1,0,5,0,0,16,0,0,2,1,1,16,1,0,2,2,0,8,0,0,4,2,0,32,0,0,4,0,0,256,1,0,1,2,1.1476741478,0.5947
1,64,1,0,5,2,1,16,0,0,2,2,1,16,0,0,6,1,0,8,0,0,4,2,0,32,0,0,4,0,0,256,1,0,1,2,0.983464025879,0.6616
1,64,0,0,5,0,0,16,0,0,2,1,1,8,1,0,6,2,0,8,0,0,4,2,0,32,0,0,4,0,0,256,1,0,1,2,1.06969323235,0.6208
1,64,1,0,6,2,1,16,0,0,2,2,1,16,0,0,6,1,0,8,0,0,4,2,0,32,0,0,4,0,0,256,1,0,1,2,1.10706050148,0.6155
1,64,1,0,5,0,0,16,0,0,2,1,1,16,1,0,1,2,0,8,0,0,4,2,0,32,0,0,4,0,0,256,1,0,1,2,1.041782901,0.6351
1,64,1,0,5,0,0,16,0,0,2,1,1,16,0,0,6,2,0,8,0,0,4,2,0,32,0,0,4,0,0,256,1,0,1,2,1.05901544876,0.6313
1,64,1,0,5,0,0,16,0,0,2,1,1,16,0,0,6,1,0,8,0,0,4,2,0,32,0,0,4,0,0,256,1,0,1,2,1.02886529732,0.6389
1,64,1,0,5,2,1,32,0,0,2,1,1,16,1,0,8,2,0,8,0,0,4,2,0,32,0,0,4,0,0,256,1,0,1,3,0.815324834442,0.7174
1,64,1,0,6,2,1,16,0,0,2,2,1,16,0,0,6,1,0,8,0,0,4,2,0,32,0,0,4,0,0,256,1,0,1,2,0.964928191566,0.6663
1,64,1,0,2,0,0,16,0,0,2,1,1,16,0,0,2,1,0,8,0,0,4,2,0,32,0,0,4,0,0,256,1,0,1,3,1.20223447609,0.5849
1,64,1,0,6,2,1,16,0,0,2,2,1,16,0,0,6,1,0,8,0,0,4,2,0,32,0,0,4,0,0,256,1,0,1,2,0.990145019627,0.6617
1,64,1,0,6,2,1,16,0,0,2,1,1,16,1,0,1,2,0,8,0,0,4,2,0,32,0,0,4,0,0,256,1,0,1,2,1.00484195299,0.6455
1,64,0,0,5,0,0,16,0,0,2,1,1,8,1,0,0,2,0,8,0,0,4,2,0,32,0,0,4,0,0,256,1,0,1,3,1.11895120564,0.6128
1,64,1,0,5,1,0,16,0,0,2,1,1,16,0,0,6,2,0,8,0,0,4,2,0,32,0,0,4,0,0,256,1,0,1,3,0.995718331337,0.6537
1,64,1,0,5,2,1,32,0,0,2,2,1,16,0,0,6,1,0,8,0,0,4,2,0,32,0,0,4,0,0,256,1,0,1,2,0.988880619812,0.6603
1,64,0,0,6,2,1,16,0,0,2,2,1,16,0,0,6,1,0,8,0,0,4,2,0,32,0,0,4,0,0,256,1,0,1,3,1.02673372307,0.6468
1,16,1,0,5,2,1,32,0,0,2,1,1,8,1,0,6,2,0,8,0,0,4,2,0,32,0,0,4,0,0,256,1,0,1,2,1.20425054684,0.5833
1,64,1,0,5,0,0,16,0,0,2,2,1,16,0,0,6,1,0,8,0,0,4,2,0,32,0,0,4,0,0,256,1,0,1,2,1.06999478722,0.6341
1,64,1,0,5,2,1,8,0,0,2,1,1,16,1,0,8,2,0,8,0,0,4,2,0,32,0,0,4,0,0,256,1,0,1,2,0.996108997726,0.65
1,64,1,0,5,0,0,16,0,0,2,1,1,64,1,0,1,2,0,8,0,0,4,2,0,32,0,0,4,0,0,256,1,0,1,2,13.1178778442,0.1836
1,64,1,0,5,2,1,16,0,0,2,2,1,16,0,0,6,1,0,8,0,0,4,2,0,32,0,0,4,0,0,256,1,0,1,2,0.978816835403,0.6614
1,64,1,0,5,0,0,16,0,0,2,1,1,8,1,0,0,2,0,8,0,0,4,2,0,32,0,0,4,0,0,256,1,0,1,3,1.1409155304,0.6112
1,64,1,0,5,2,0,16,0,0,2,2,1,16,0,0,6,1,0,8,0,0,4,2,0,32,0,0,4,0,0,256,1,0,1,2,1.14597132206,0.6001
1,64,1,0,5,2,1,16,0,0,2,2,1,16,0,0,6,1,0,8,0,0,4,2,0,32,0,0,4,0,0,256,1,0,1,2,1.05753101187,0.6393
1,16,1,0,5,2,1,32,0,0,2,1,1,32,1,0,4,2,0,8,0,0,4,2,0,32,0,0,4,0,0,256,1,0,1,3,1.06224199247,0.653
1,64,1,0,6,2,1,32,0,0,2,1,0,8,1,0,6,2,0,8,0,0,4,2,0,32,0,0,4,0,0,256,1,0,1,2,0.956373592567,0.6693
1,64,1,0,5,2,1,8,0,0,2,1,1,16,1,0,8,2,0,8,0,0,4,2,0,32,0,0,4,0,0,256,1,0,1,3,1.09477286625,0.6254
1,64,0,0,6,2,1,16,0,0,2,2,1,16,0,0,6,1,0,8,0,0,4,2,0,32,0,0,4,0,0,256,1,0,1,3,1.01294763107,0.6481
1,64,1,0,5,2,1,32,0,0,2,2,1,16,0,0,6,1,0,8,0,0,4,2,0,32,0,0,4,0,0,256,1,0,1,2,0.952322847557,0.6774
1,64,0,0,5,0,0,16,0,0,2,1,1,8,0,0,6,1,0,8,0,0,4,2,0,32,0,0,4,0,0,256,1,0,1,2,1.20524389324,0.5868
1,64,1,0,6,2,1,16,0,0,6,1,1,16,1,0,5,2,0,8,0,0,4,2,0,32,0,0,4,0,0,256,1,0,1,2,1.07389612579,0.6251
